gene,sexA,sexB,rank,type,statusA,statusB,lePathA,lePathB,exclu,pval,ncols,leA,leB,typePair
ABI3BP,20_7,25_1,18,alternative,alt,no,4,0,FALSE,2.5e-25,16,17,21,No
ABI3BP,20_7,25_2,17,alternative_end,alt,alt,23,23,FALSE,1.4e-24,16,17,20,No
ABI3BP,20_7,25_2,18,alternative,alt,no,4,0,FALSE,1.4e-24,16,17,20,No
ABI3BP,20_7,25_3,17,alternative_end,alt,no,23,0,FALSE,5e-25,16,17,21,No
ABI3BP,20_7,25_3,18,alternative,alt,no,4,0,FALSE,5e-25,16,17,21,No
ABI3BP,20_7,25_4,17,alternative_end,alt,alt,23,23,FALSE,6.3e-25,16,17,21,No
ABI3BP,20_7,25_4,18,alternative,alt,no,4,0,FALSE,6.3e-25,16,17,21,No
ABI3BP,20_7,25_5,17,alternative_end,alt,alt,23,23,FALSE,6e-25,16,17,19,No
ABI3BP,20_7,25_5,18,alternative,alt,no,4,0,FALSE,6e-25,16,17,19,No
ABI3BP,20_7,25_7,17,alternative_end,alt,alt,23,23,FALSE,1e-24,16,17,17,No
ABI3BP,20_7,25_7,18,alternative,alt,no,4,0,FALSE,1e-24,16,17,17,No
ABI3BP,20_7,25_8,17,alternative_end,alt,no,23,0,FALSE,4.2e-24,16,17,20,No
ABI3BP,20_7,25_8,18,alternative,alt,no,4,0,FALSE,4.2e-24,16,17,20,No
ABI3BP,20_7,25_9,17,alternative_end,alt,no,23,0,FALSE,7.3e-24,16,17,17,No
ABI3BP,20_7,25_9,18,alternative,alt,no,4,0,FALSE,7.3e-24,16,17,17,No
ABI3BP,20_7,26_1,17,alternative_end,alt,can,23,20,FALSE,1.9e-23,13,17,23,ALT
ABI3BP,20_7,26_1,18,alternative,alt,no,4,0,FALSE,1.9e-23,13,17,23,No
ABI3BP,20_7,27_0,17,alternative_end,alt,can,23,20,FALSE,1.8e-23,14,17,27,ALT
ABI3BP,20_7,27_0,18,alternative,alt,no,4,0,FALSE,1.8e-23,14,17,27,No
ABI3BP,20_7,29_0,17,alternative_end,alt,no,23,0,FALSE,5.4e-24,15,17,26,UNREL
ABI3BP,20_7,29_0,18,alternative,alt,no,4,0,FALSE,5.4e-24,15,17,26,UNREL
ABI3BP,20_7,29_0,1,deletion,no,can,0,2,FALSE,5.4e-24,15,17,26,No
ABI3BP,20_7,29_0,5,deletion,no,can,0,1,FALSE,5.4e-24,15,17,26,No
ABI3BP,20_7,29_0,11,deletion,no,can,0,9,FALSE,5.4e-24,15,17,26,No
ABI3BP,20_7,29_0,13,deletion,no,can,0,10,FALSE,5.4e-24,15,17,26,No
ABI3BP,20_7,2_0,17,alternative_end,alt,no,23,0,FALSE,5.2e-24,16,17,73,UNREL
ABI3BP,20_7,2_0,18,alternative,alt,no,4,0,FALSE,5.2e-24,16,17,73,UNREL
ABI3BP,20_7,30_0,17,alternative_end,alt,no,23,0,FALSE,8.5e-24,9,17,24,UNREL
ABI3BP,20_7,30_0,18,alternative,alt,no,4,0,FALSE,8.5e-24,9,17,24,UNREL
ABI3BP,20_7,3_2,17,alternative_end,alt,no,23,0,FALSE,2.1e-23,5,17,60,UNREL
ABI3BP,20_7,3_2,18,alternative,alt,no,4,0,FALSE,2.1e-23,5,17,60,UNREL
ABI3BP,20_7,4_0,17,alternative_end,alt,can,23,20,FALSE,4.4e-23,16,17,55,ALT
ABI3BP,20_7,4_0,18,alternative,alt,no,4,0,FALSE,4.4e-23,16,17,55,No
ABI3BP,20_7,6_0,17,alternative_end,alt,no,23,0,FALSE,2.9e-24,11,17,27,UNREL
ABI3BP,20_7,6_0,18,alternative,alt,no,4,0,FALSE,2.9e-24,11,17,27,UNREL
ABI3BP,20_7,6_1,17,alternative_end,alt,no,23,0,FALSE,1e-23,14,17,26,UNREL
ABI3BP,20_7,6_1,18,alternative,alt,no,4,0,FALSE,1e-23,14,17,26,UNREL
ABI3BP,20_7,6_1,11,deletion,no,can,0,9,FALSE,1e-23,14,17,26,No
ABI3BP,20_7,6_1,13,deletion,no,can,0,10,FALSE,1e-23,14,17,26,No
ABI3BP,20_7,8_0,17,alternative_end,alt,no,23,0,FALSE,1.9e-24,9,17,48,UNREL
ABI3BP,20_7,8_0,18,alternative,alt,no,4,0,FALSE,1.9e-24,9,17,48,UNREL
ABI3BP,20_7,8_0,13,deletion,no,can,0,10,FALSE,1.9e-24,9,17,48,No
ABI3BP,20_7,9_0,17,alternative_end,alt,no,23,0,FALSE,1.1e-23,13,17,45,UNREL
ABI3BP,20_7,9_0,18,alternative,alt,no,4,0,FALSE,1.1e-23,13,17,45,UNREL
ABI3BP,25_1,25_2,17,alternative_end,alt,alt,23,23,FALSE,7e-04,20,21,20,No
ABI3BP,25_1,25_3,17,alternative_end,alt,no,23,0,FALSE,8.4e-08,21,21,21,No
ABI3BP,25_1,25_4,17,alternative_end,alt,alt,23,23,FALSE,4.7e-06,21,21,21,No
ABI3BP,25_1,25_5,17,alternative_end,alt,alt,23,23,FALSE,2.5e-05,19,21,19,No
ABI3BP,25_1,25_7,17,alternative_end,alt,alt,23,23,FALSE,0.00014,17,21,17,No
ABI3BP,25_2,25_4,17,alternative_end,alt,alt,23,23,FALSE,0.00098,20,20,21,No
ABI3BP,25_3,25_4,17,alternative_end,no,alt,0,23,FALSE,9.4e-05,21,21,21,No
ABI3BP,25_3,25_5,17,alternative_end,no,alt,0,23,FALSE,1.8e-05,19,21,19,No
ABI3BP,25_3,25_7,17,alternative_end,no,alt,0,23,FALSE,1.2e-06,17,21,17,No
ABI3BP,25_5,25_7,17,alternative_end,alt,alt,23,23,FALSE,0.00015,16,19,17,No
ABI3BP,25_7,25_8,17,alternative_end,alt,no,23,0,FALSE,0.00038,17,17,20,No
ABLIM1,13_0,1_5,16,deletion,can,can,10,10,FALSE,1.8e-05,30,43,39,No
ABLIM1,13_0,4_1,16,deletion,can,can,10,10,FALSE,3.7e-07,32,43,36,No
ABLIM1,13_0,5_0,16,deletion,can,can,10,10,FALSE,0.00017,18,43,18,No
ABLIM1,1_5,4_1,16,deletion,can,can,10,10,FALSE,6.4e-07,34,39,36,No
ABLIM1,25_0,4_1,16,deletion,can,can,10,10,FALSE,4.4e-05,19,32,36,No
ABLIM1,4_1,5_0,16,deletion,can,can,10,10,FALSE,2.1e-05,17,36,18,No
ABLIM2,12_3,14_0,6,deletion,can,can,12,12,FALSE,3.2e-05,41,45,43,No
ABLIM2,12_3,7_1,6,deletion,can,can,12,12,FALSE,9e-05,36,45,54,No
ABLIM2,14_0,19_0,6,deletion,can,can,12,12,FALSE,0.00019,18,43,18,No
ABLIM2,14_0,7_1,6,deletion,can,can,12,12,FALSE,4e-06,32,43,54,No
ABLIM2,19_0,7_1,6,deletion,can,can,12,12,FALSE,0.00011,17,18,54,No
ABLIM2,3_0,7_1,6,deletion,can,can,12,12,FALSE,1.6e-07,32,32,54,No
AC010255.3,1_0,2_1,1,insertion,alt,anc,2,0,FALSE,8.5e-28,59,335,59,REL
AC010255.3,1_0,2_1,2,insertion,alt,anc,3,0,FALSE,8.5e-28,59,335,59,REL
AC010255.3,1_0,3_0,1,insertion,alt,no,2,0,FALSE,1.6e-23,50,335,50,UNREL
AC010255.3,1_0,3_0,2,insertion,alt,no,3,0,FALSE,1.6e-23,50,335,50,UNREL
AC113554.1,11_2,12_2,5,deletion,can,no,6,0,FALSE,0.00065,42,46,47,UNREL
ACAN,11_0,11_1,1,insertion,no,alt,0,1,FALSE,6.9e-07,37,38,39,No
ACAN,1_0,1_1,2,deletion,anc,can,0,1,FALSE,3e-17,37,263,37,REL
ACAN,1_1,1_2,2,deletion,can,anc,1,0,FALSE,6.7e-20,37,37,58,REL
ACAN,1_1,1_3,2,deletion,can,no,1,0,FALSE,3.2e-17,37,37,152,UNREL
ACAN,1_1,1_4,2,deletion,can,no,1,0,FALSE,4.6e-10,19,37,19,UNREL
ACAN,1_1,1_5,2,deletion,can,no,1,0,FALSE,1.6e-18,37,37,153,UNREL
ACAN,1_1,1_6,2,deletion,can,no,1,0,FALSE,3.1e-14,37,37,825,UNREL
ACE,13_0,13_1,1,alternative_start,can,no,14,0,TRUE,4.2e-13,49,49,49,UNREL
ACE,14_0,14_2,1,alternative_start,can,no,14,0,TRUE,5.7e-19,34,34,49,UNREL
ACE,14_1,14_2,1,alternative_start,can,no,14,0,TRUE,0.00049,15,15,49,UNREL
ACE,15_0,1_0,1,alternative_start,anc,can,0,14,TRUE,3.2e-07,46,46,84,REL
ACE,18_0,18_1,1,alternative_start,can,no,14,0,TRUE,1.2e-23,42,42,42,UNREL
ACE,18_0,18_1,2,deletion,no,can,0,1,FALSE,1.2e-23,42,42,42,UNREL
ACE,22_0,22_1,1,alternative_start,can,no,14,0,TRUE,3.3e-16,34,34,34,UNREL
ACE,23_0,23_1,1,alternative_start,can,no,14,0,TRUE,9.3e-17,33,33,33,UNREL
ACE,24_0,24_1,1,alternative_start,can,no,14,0,TRUE,1.3e-06,30,32,30,UNREL
ACE,4_0,4_1,1,alternative_start,can,no,14,0,TRUE,1.2e-39,76,76,76,UNREL
ACE,5_1,5_2,1,alternative_start,can,no,14,0,TRUE,7.5e-13,45,54,63,UNREL
ACE,7_0,7_1,1,alternative_start,can,no,14,0,TRUE,5.5e-31,65,65,65,UNREL
ACE,8_0,8_1,1,alternative_start,can,no,14,0,TRUE,6.9e-33,58,58,58,UNREL
ACHE,1_4,3_0,2,deletion,anc,can,0,1,FALSE,1.3e-38,88,523,88,REL
ACMSD,10_0,8_0,1,alternative_start,can,can,4,4,TRUE,1.6e-06,21,33,37,No
ACOX1,2_5,2_8,1,alternative,can,alt,6,3,FALSE,2.1e-08,26,26,30,ALT
ACOX1,2_5,2_8,2,alternative_start,can,alt,10,4,FALSE,2.1e-08,26,26,30,ALT
ACOX1,2_6,2_9,1,alternative,can,alt,6,3,FALSE,2.5e-09,13,13,13,ALT
ACOX1,2_6,2_9,2,alternative_start,can,alt,10,4,FALSE,2.5e-09,13,13,13,ALT
ACP1,2_0,3_0,1,alternative,alt,can,2,2,TRUE,0.00062,10,10,22,MEX
ACP1,2_0,3_0,2,alternative_end,alt,can,2,5,FALSE,0.00062,10,10,22,No
ACP1,2_1,3_1,1,alternative,alt,can,2,2,TRUE,2.4e-05,16,29,16,MEX
ACP1,2_1,3_1,2,alternative_end,no,can,0,5,FALSE,2.4e-05,16,29,16,No
ACP7,17_0,7_0,1,deletion,can,anc,1,0,FALSE,0.00077,22,22,54,REL
ACRV1,1_2,1_3,1,deletion,can,anc,1,0,FALSE,0.00015,19,55,20,REL
ACRV1,1_2,1_4,1,deletion,can,no,1,0,FALSE,6.4e-06,40,55,50,UNREL
ACSL1,11_1,11_4,1,alternative,can,alt,3,1,FALSE,0.00071,17,17,26,ALT
ACSL1,11_1,11_4,5,deletion,can,no,3,0,FALSE,0.00071,17,17,26,No
ACSL1,11_1,11_4,6,insertion,no,alt,0,1,FALSE,0.00071,17,17,26,No
ACSL1,11_2,11_4,1,alternative,can,alt,3,1,FALSE,0.00046,9,9,26,ALT
ACSL1,11_2,11_4,5,deletion,can,no,3,0,FALSE,0.00046,9,9,26,No
ACSL1,11_2,11_4,6,insertion,anc,alt,0,1,FALSE,0.00046,9,9,26,No
ACTL6A,17_0,17_1,2,deletion,can,no,3,0,FALSE,0.00015,8,9,8,No
ACTL6A,17_0,17_1,3,alternative_start,can,alt,1,1,TRUE,0.00015,8,9,8,MEX
ACTN1,1_0,1_1,1,alternative,alt,can,1,1,FALSE,4.5e-07,22,27,22,ALT
ACTN1,1_0,1_1,2,insertion,alt,anc,1,0,FALSE,4.5e-07,22,27,22,No
ACTN2,15_0,15_1,1,alternative,alt,can,1,3,TRUE,5.6e-05,13,29,13,MEX
ACTN2,15_0,15_1,2,deletion,no,can,0,14,FALSE,5.6e-05,13,29,13,No
ACTN2,15_0,15_2,1,alternative,alt,can,1,3,TRUE,7.1e-10,14,29,14,MEX
ACTN4,2_0,2_1,1,alternative,alt,can,1,1,FALSE,1.5e-17,29,29,29,ALT
ACTN4,2_0,2_1,9,insertion,alt,anc,1,0,FALSE,1.5e-17,29,29,29,No
ACTN4,2_0,2_1,4,deletion,no,can,0,8,FALSE,1.5e-17,29,29,29,No
ACTN4,2_2,2_6,2,alternative,can,alt,2,2,FALSE,3.6e-05,20,21,21,ALT
ACTN4,2_2,2_6,3,insertion,no,alt,0,2,FALSE,3.6e-05,20,21,21,No
ACTR1A,10_0,11_0,3,deletion,can,anc,1,0,FALSE,1.2e-08,15,38,37,REL
ACTR3,10_1,19_0,2,alternative_start,alt,can,1,1,TRUE,1.2e-05,15,32,15,MEX
ADAM15,15_1,15_2,1,deletion,can,can,4,4,FALSE,0.00015,20,21,24,No
ADAM15,15_1,15_2,9,deletion,can,can,2,2,FALSE,0.00015,20,21,24,No
ADAM15,15_1,15_2,13,alternative_end,can,can,7,7,TRUE,0.00015,20,21,24,No
ADAM15,15_1,15_2,14,alternative_end,can,can,7,7,TRUE,0.00015,20,21,24,No
ADAM15,15_1,15_2,16,deletion,can,anc,1,0,FALSE,0.00015,20,21,24,REL
ADAM15,15_1,15_4,1,deletion,can,can,4,4,FALSE,2.6e-06,20,21,22,No
ADAM15,15_1,15_4,9,deletion,can,no,2,0,FALSE,2.6e-06,20,21,22,No
ADAM15,15_1,15_4,13,alternative_end,can,can,7,7,TRUE,2.6e-06,20,21,22,No
ADAM15,15_1,15_4,14,alternative_end,can,can,7,7,TRUE,2.6e-06,20,21,22,No
ADAM15,15_1,15_4,16,deletion,can,no,1,0,FALSE,2.6e-06,20,21,22,No
ADAM15,15_1,15_4,2,deletion,no,can,0,2,FALSE,2.6e-06,20,21,22,No
ADAM15,15_2,15_4,1,deletion,can,can,4,4,FALSE,8.6e-06,22,24,22,No
ADAM15,15_2,15_4,9,deletion,can,no,2,0,FALSE,8.6e-06,22,24,22,No
ADAM15,15_2,15_4,13,alternative_end,can,can,7,7,TRUE,8.6e-06,22,24,22,No
ADAM15,15_2,15_4,14,alternative_end,can,can,7,7,TRUE,8.6e-06,22,24,22,No
ADAM15,15_2,15_4,2,deletion,anc,can,0,2,FALSE,8.6e-06,22,24,22,REL
ADAM15,15_4,21_0,1,deletion,can,anc,4,0,FALSE,0.00042,22,22,43,REL
ADAM15,15_4,21_0,2,deletion,can,anc,2,0,FALSE,0.00042,22,22,43,REL
ADAM15,15_4,21_0,13,alternative_end,can,can,7,7,TRUE,0.00042,22,22,43,No
ADAM15,15_4,21_0,14,alternative_end,can,can,7,7,TRUE,0.00042,22,22,43,No
ADAM15,15_4,21_0,4,deletion,anc,can,0,1,FALSE,0.00042,22,22,43,REL
ADAM32,27_3,3_0,1,deletion,no,can,0,2,FALSE,4.8e-24,13,14,61,No
ADAM9,1_0,1_3,3,alternative_end,can,no,22,0,TRUE,0.00072,18,31,18,No
ADAM9,1_0,1_3,2,insertion,no,alt,0,1,FALSE,0.00072,18,31,18,UNREL
ADAMTS13,14_0,7_0,8,alternative,no,can,0,1,FALSE,6.1e-07,65,65,72,UNREL
ADAMTS13,14_0,7_1,8,alternative,no,alt,0,1,FALSE,8.8e-06,60,65,60,UNREL
ADAMTS13,16_0,7_0,8,alternative,no,can,0,1,FALSE,4.8e-06,16,64,72,UNREL
ADAMTS13,16_0,7_1,8,alternative,no,alt,0,1,FALSE,1.6e-06,16,64,60,UNREL
ADAMTS13,22_0,7_0,8,alternative,no,can,0,1,FALSE,4e-07,51,52,72,UNREL
ADAMTS13,22_0,7_1,8,alternative,no,alt,0,1,FALSE,9.7e-08,43,52,60,UNREL
ADAMTS13,24_0,7_0,8,alternative,no,can,0,1,FALSE,1.3e-05,29,51,72,UNREL
ADAMTS13,24_0,7_1,8,alternative,no,alt,0,1,FALSE,9.1e-05,26,51,60,UNREL
ADAMTS13,36_0,7_0,8,alternative,no,can,0,1,FALSE,0.00018,16,42,72,UNREL
ADAMTS13,36_0,7_1,8,alternative,no,alt,0,1,FALSE,3.1e-05,16,42,60,UNREL
ADAMTS13,3_0,7_0,8,alternative,no,can,0,1,FALSE,4.8e-09,50,50,72,No
ADAMTS13,3_0,7_1,8,alternative,no,alt,0,1,FALSE,1.1e-08,50,50,60,UNREL
ADAMTS13,7_0,7_1,8,alternative,can,alt,1,1,FALSE,3.6e-26,60,72,60,ALT
ADAMTS13,7_0,9_0,8,alternative,can,no,1,0,FALSE,2e-09,66,72,66,UNREL
ADAMTS13,7_0,9_1,8,alternative,can,no,1,0,FALSE,1.4e-13,61,72,65,UNREL
ADAMTS13,7_0,9_2,8,alternative,can,anc,1,0,FALSE,7.9e-14,64,72,69,REL
ADAMTS13,7_1,9_0,8,alternative,alt,no,1,0,FALSE,1.5e-10,59,60,66,UNREL
ADAMTS13,7_1,9_1,8,alternative,alt,no,1,0,FALSE,1.3e-16,59,60,65,UNREL
ADAMTS13,7_1,9_2,8,alternative,alt,anc,1,0,FALSE,6.3e-12,60,60,69,REL
ADAMTS1,3_0,8_0,1,deletion,anc,can,0,1,FALSE,5.1e-31,56,151,57,REL
ADAMTS20,10_0,10_2,2,deletion,no,can,0,2,FALSE,1.1e-05,39,55,40,UNREL
ADAMTS20,10_0,10_6,1,alternative_end,no,can,0,14,TRUE,1.1e-12,55,55,56,UNREL
ADAMTS20,10_0,9_3,1,alternative_end,no,can,0,14,TRUE,7.9e-06,44,55,56,UNREL
ADAMTS20,10_1,10_2,2,deletion,anc,can,0,2,FALSE,8.6e-07,38,55,40,REL
ADAMTS20,10_1,10_6,1,alternative_end,no,can,0,14,TRUE,2.9e-11,55,55,56,UNREL
ADAMTS20,10_1,2_4,1,alternative_end,no,can,0,14,TRUE,4e-05,49,55,51,UNREL
ADAMTS20,10_1,9_3,1,alternative_end,no,can,0,14,TRUE,5.7e-13,53,55,56,UNREL
ADAMTS20,10_1,9_5,1,alternative_end,no,can,0,14,TRUE,1.7e-08,44,55,44,UNREL
ADAMTS20,10_2,10_3,2,deletion,can,no,2,0,FALSE,2.1e-07,37,40,54,UNREL
ADAMTS20,10_2,10_4,2,deletion,can,no,2,0,FALSE,2.7e-06,39,40,59,UNREL
ADAMTS20,10_2,10_6,2,deletion,can,no,2,0,FALSE,1.1e-06,39,40,56,UNREL
ADAMTS20,10_2,10_6,1,alternative_end,no,can,0,14,TRUE,1.1e-06,39,40,56,UNREL
ADAMTS20,10_2,2_2,2,deletion,can,no,2,0,FALSE,8.9e-08,35,40,94,UNREL
ADAMTS20,10_2,5_1,2,deletion,can,no,2,0,FALSE,1.7e-06,40,40,65,UNREL
ADAMTS20,10_2,9_0,2,deletion,can,no,2,0,FALSE,0.00083,33,40,43,UNREL
ADAMTS20,10_2,9_1,2,deletion,can,anc,2,0,FALSE,1.2e-07,39,40,55,REL
ADAMTS20,10_2,9_3,2,deletion,can,no,2,0,FALSE,4.2e-07,39,40,56,UNREL
ADAMTS20,10_2,9_3,1,alternative_end,no,can,0,14,TRUE,4.2e-07,39,40,56,UNREL
ADAMTS20,10_2,9_5,2,deletion,can,no,2,0,FALSE,1e-05,37,40,44,UNREL
ADAMTS20,10_2,9_5,1,alternative_end,no,can,0,14,TRUE,1e-05,37,40,44,UNREL
ADAMTS20,10_3,10_6,1,alternative_end,no,can,0,14,TRUE,7.1e-10,54,54,56,UNREL
ADAMTS20,10_3,22_0,2,deletion,no,can,0,2,FALSE,0.00023,17,54,36,UNREL
ADAMTS20,10_3,9_3,1,alternative_end,no,can,0,14,TRUE,2.5e-06,52,54,56,UNREL
ADAMTS20,10_3,9_5,1,alternative_end,no,can,0,14,TRUE,3.3e-08,44,54,44,UNREL
ADAMTS20,10_4,10_6,1,alternative_end,anc,can,0,14,TRUE,3.5e-10,56,59,56,REL
ADAMTS20,10_4,9_3,1,alternative_end,anc,can,0,14,TRUE,1.1e-06,56,59,56,REL
ADAMTS20,10_4,9_5,1,alternative_end,anc,can,0,14,TRUE,1.6e-06,44,59,44,REL
ADAMTS20,10_6,2_2,1,alternative_end,can,no,14,0,TRUE,8.7e-08,52,56,94,UNREL
ADAMTS20,10_6,2_4,1,alternative_end,can,can,14,14,TRUE,3e-05,50,56,51,No
ADAMTS20,10_6,5_1,1,alternative_end,can,no,14,0,TRUE,3.7e-08,55,56,65,UNREL
ADAMTS20,10_6,9_0,1,alternative_end,can,no,14,0,TRUE,0.00082,42,56,43,UNREL
ADAMTS20,10_6,9_1,1,alternative_end,can,no,14,0,TRUE,1.5e-11,55,56,55,UNREL
ADAMTS20,10_6,9_3,1,alternative_end,can,can,14,14,TRUE,2.8e-08,54,56,56,No
ADAMTS20,10_6,9_5,1,alternative_end,can,can,14,14,TRUE,5.5e-07,44,56,44,No
ADAMTS20,15_0,9_5,1,alternative_end,no,can,0,14,TRUE,0.00045,20,49,44,UNREL
ADAMTS20,2_2,2_4,1,alternative_end,no,can,0,14,TRUE,5.3e-07,50,94,51,UNREL
ADAMTS20,2_2,6_0,1,alternative_end,no,can,0,14,TRUE,0.00076,42,94,45,UNREL
ADAMTS20,2_2,9_3,1,alternative_end,no,can,0,14,TRUE,1.7e-06,52,94,56,UNREL
ADAMTS20,2_2,9_5,1,alternative_end,no,can,0,14,TRUE,1.3e-05,41,94,44,UNREL
ADAMTS20,2_4,9_3,1,alternative_end,can,can,14,14,TRUE,2.4e-06,49,51,56,No
ADAMTS20,5_1,9_3,1,alternative_end,no,can,0,14,TRUE,0.00011,55,65,56,UNREL
ADAMTS20,5_1,9_5,1,alternative_end,no,can,0,14,TRUE,0.00015,43,65,44,UNREL
ADAMTS20,9_1,9_3,1,alternative_end,no,can,0,14,TRUE,8.8e-09,53,55,56,UNREL
ADAMTS20,9_1,9_5,1,alternative_end,no,can,0,14,TRUE,5.7e-05,44,55,44,UNREL
ADAMTS20,9_3,9_5,1,alternative_end,can,can,14,14,TRUE,1.5e-09,44,56,44,No
ADAMTS3,26_0,27_0,1,alternative,alt,can,1,1,TRUE,0.00041,28,29,28,MEX
ADAMTS6,12_0,14_0,1,alternative_start,can,can,21,21,TRUE,0.00011,16,49,47,No
ADAMTS6,12_0,3_0,1,alternative_start,can,no,21,0,TRUE,5.6e-05,15,49,17,UNREL
ADAMTS6,14_0,3_0,1,alternative_start,can,no,21,0,TRUE,1.8e-06,17,47,17,UNREL
ADAMTS7,18_0,1_1,2,deletion,no,can,0,1,FALSE,1.6e-05,8,48,42,UNREL
ADAMTS7,19_0,1_1,2,deletion,no,can,0,1,FALSE,4.8e-05,20,49,42,UNREL
ADAMTS7,1_1,1_13,2,deletion,can,no,1,0,FALSE,1.1e-06,34,42,35,UNREL
ADAMTS7,1_1,7_0,2,deletion,can,anc,1,0,FALSE,6.5e-08,42,42,72,REL
ADAMTS7,1_1,7_2,2,deletion,can,no,1,0,FALSE,4.7e-09,42,42,51,No
ADAMTS7,1_1,7_3,2,deletion,can,no,1,0,FALSE,1.5e-05,41,42,48,UNREL
ADAMTS7,1_1,7_8,2,deletion,can,no,1,0,FALSE,6.8e-08,40,42,49,UNREL
ADAMTS7,1_12,7_0,4,alternative,can,no,1,0,TRUE,4.3e-06,9,9,72,No
ADAMTS7,1_12,7_2,4,alternative,can,anc,1,0,TRUE,8.2e-05,9,9,51,REL
ADAMTS9,3_0,5_1,2,deletion,no,can,0,1,FALSE,1.3e-10,55,55,56,UNREL
ADAMTS9,3_1,5_1,2,deletion,no,can,0,1,FALSE,4.9e-08,56,90,56,UNREL
ADAMTS9,3_2,5_1,2,deletion,no,can,0,1,FALSE,5.3e-05,48,61,56,UNREL
ADAMTS9,3_5,5_1,2,deletion,no,can,0,1,FALSE,9.7e-08,38,38,56,UNREL
ADAMTS9,5_0,5_1,2,deletion,no,can,0,1,FALSE,0.00013,39,40,56,UNREL
ADAMTS9,5_1,5_2,2,deletion,can,anc,1,0,FALSE,2.1e-06,8,56,8,REL
ADAMTS9,5_1,5_3,2,deletion,can,no,1,0,FALSE,2.8e-06,48,56,50,UNREL
ADAMTS9,5_1,6_0,2,deletion,can,no,1,0,FALSE,3.3e-07,56,56,71,UNREL
ADAMTS9,5_1,8_0,2,deletion,can,no,1,0,FALSE,1.1e-11,55,56,55,UNREL
ADAMTS9,5_1,8_1,2,deletion,can,no,1,0,FALSE,1.7e-11,56,56,56,UNREL
ADAMTS9,5_1,8_2,2,deletion,can,no,1,0,FALSE,8.2e-10,54,56,54,UNREL
ADAMTS9,5_1,8_3,2,deletion,can,no,1,0,FALSE,1.1e-07,54,56,54,UNREL
ADAMTS9,5_1,8_6,2,deletion,can,no,1,0,FALSE,4.4e-08,56,56,57,UNREL
ADAMTSL1,10_1,1_0,5,alternative_end,can,can,34,34,TRUE,4.7e-06,50,72,97,No
ADAMTSL1,10_1,1_5,5,alternative_end,can,can,34,34,TRUE,5.4e-05,26,72,76,No
ADAMTSL1,10_1,3_1,5,alternative_end,can,can,34,34,TRUE,7.3e-08,60,72,60,No
ADAMTSL1,11_0,11_3,5,alternative_end,anc,can,0,34,TRUE,4.2e-07,21,69,21,REL
ADAMTSL1,11_0,11_5,5,alternative_end,anc,can,0,34,TRUE,1.8e-06,46,69,47,REL
ADAMTSL1,11_0,11_6,5,alternative_end,anc,can,0,34,TRUE,1.9e-10,59,69,60,REL
ADAMTSL1,11_0,11_7,5,alternative_end,anc,can,0,34,TRUE,2.4e-12,69,69,70,REL
ADAMTSL1,11_0,15_0,5,alternative_end,anc,can,0,34,TRUE,2.4e-06,52,69,52,REL
ADAMTSL1,11_0,4_1,5,alternative_end,anc,can,0,34,TRUE,2.8e-08,55,69,65,REL
ADAMTSL1,11_0,6_0,5,alternative_end,anc,can,0,34,TRUE,8.4e-06,16,69,101,REL
ADAMTSL1,11_0,9_1,5,alternative_end,anc,can,0,34,TRUE,1.4e-06,56,69,64,REL
ADAMTSL1,11_2,11_3,5,alternative_end,can,can,34,34,TRUE,5.8e-05,12,50,21,No
ADAMTSL1,11_2,11_6,5,alternative_end,can,can,34,34,TRUE,0.00062,35,50,60,No
ADAMTSL1,11_2,16_2,5,alternative_end,can,no,34,0,TRUE,0.00062,20,50,42,UNREL
ADAMTSL1,11_2,22_0,5,alternative_end,can,no,34,0,TRUE,0.00053,8,50,38,UNREL
ADAMTSL1,11_2,4_1,5,alternative_end,can,can,34,34,TRUE,0.00032,43,50,65,No
ADAMTSL1,11_2,6_0,5,alternative_end,can,can,34,34,TRUE,2.7e-05,50,50,101,No
ADAMTSL1,11_3,11_6,5,alternative_end,can,can,34,34,TRUE,1.5e-05,12,21,60,No
ADAMTSL1,11_3,11_7,5,alternative_end,can,can,34,34,TRUE,2.6e-07,21,21,70,No
ADAMTSL1,11_3,15_0,5,alternative_end,can,can,34,34,TRUE,1.9e-05,12,21,52,No
ADAMTSL1,11_3,16_2,5,alternative_end,can,no,34,0,TRUE,1.8e-05,21,21,42,UNREL
ADAMTSL1,11_3,22_0,5,alternative_end,can,no,34,0,TRUE,2.7e-06,17,21,38,UNREL
ADAMTSL1,11_3,4_1,5,alternative_end,can,can,34,34,TRUE,6.8e-05,21,21,65,No
ADAMTSL1,11_3,6_0,5,alternative_end,can,can,34,34,TRUE,2.6e-08,21,21,101,No
ADAMTSL1,11_3,9_1,5,alternative_end,can,can,34,34,TRUE,0.00081,21,21,64,No
ADAMTSL1,11_5,11_6,5,alternative_end,can,can,34,34,TRUE,1.7e-06,45,47,60,No
ADAMTSL1,11_6,11_7,5,alternative_end,can,can,34,34,TRUE,1.8e-11,59,60,70,No
ADAMTSL1,11_6,15_0,5,alternative_end,can,can,34,34,TRUE,4.5e-07,46,60,52,No
ADAMTSL1,11_6,16_2,5,alternative_end,can,no,34,0,TRUE,9.9e-06,20,60,42,UNREL
ADAMTSL1,11_6,22_0,5,alternative_end,can,no,34,0,TRUE,1.1e-05,8,60,38,UNREL
